prefix,MA,Name,von,bis,dauer_min_str,auftrag_nummer,position_text,auaw1,auaw2,aw_ant_min_str,st_ant_pct_str,lstgrad,Anwes.,Produkt.,Pause,dauer_min,auaw_min,aw_ant_min,st_ant_pct
,,10:14               ,15:11               ,F,4:12                ,218822,"1,01 W  Inspektion nach 60000 Kilometer",1:30                ,1:30                ,2:52                ,"52,3%               ",,,,,252,90.0,172.0,52.3
,,07:57               ,16:47               ,F,8:05                ,33963,"1,01 W  Zwischensteuerkette ersetzen",4:48                ,3:26                ,6:56                ,"49,5%               ",,,,,485,288.0,416.0,49.5
,,07:54               ,08:04               ,F,0:10                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,0:10                ,0:10                ,,,10,0.0,0.0,0.0
,,08:05               ,08:26               ,F,0:22                ,312687,"2,02 W  Vorführung zur Abgas-Untersuchung (AU)",0:24                ,0:24                ,0:22                ,"109,1%              ",0:32                ,0:32                ,,,22,24.0,22.0,109.1
,,08:27               ,08:37               ,F,0:10                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,0:43                ,0:42                ,,,10,0.0,0.0,0.0
,,08:37               ,08:56               ,F,0:19                ,312561,"1,02 W  Vorführung zur Abgas-Untersuchung (AU)",0:24                ,0:24                ,0:19                ,"126,3%              ",1:02                ,1:01                ,,,19,24.0,19.0,126.3
,,08:57               ,09:10               ,F,0:13                ,312760,"2,02 W  Vorführung zur Abgas-Untersuchung (AU)",0:24                ,0:11                ,0:13                ,"84,6%               ",1:15                ,1:14                ,,,13,24.0,13.0,84.6
,,09:11               ,09:12               ,F,0:01                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,1:18                ,1:16                ,,,1,0.0,0.0,0.0
,,09:46               ,09:59               ,F,0:12                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,2:05                ,2:02                ,,,12,0.0,0.0,0.0
,,09:59               ,10:41               ,F,0:42                ,312870,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:35                ,"85,7%               ",,,,,42,30.0,35.0,85.7
,,10:41               ,12:52               ,F,1:26                ,312927,"1,03 W  Austausch Thermostat, Motorkühlmittel",0:36                ,0:36                ,0:31                ,"116,1%              ",,,,,86,36.0,31.0,116.1
,,12:52               ,13:37               ,F,0:44                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,4:57                ,4:54                ,AP,,44,0.0,0.0,0.0
,,13:37               ,14:11               ,F,0:34                ,312954,"1,03 W  Schlüssel programmieren",0:30                ,0:06                ,0:34                ,"17,6%               ",5:32                ,5:29                ,AP,,34,30.0,34.0,17.6
,,14:11               ,14:40               ,F,0:29                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,6:01                ,5:57                ,AP,,29,0.0,0.0,0.0
,,14:40               ,16:34               ,F,1:54                ,312958,"2,01 I  Diagnosezeit",0:24                ,0:24                ,1:54                ,"21,1%               ",7:55                ,7:51                ,AP,,114,24.0,114.0,21.1
,,16:34               ,16:45               ,F,0:10                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,8:06                ,8:02                ,AP,,10,0.0,0.0,0.0
,,07:56               ,08:52               ,F,0:56                ,37133,"1,01 G",--                  ,,,,,,,,56,0.0,0.0,0.0
,,08:52               ,09:27               ,F,0:35                ,218805,"1,04 W",0:48                ,0:12                ,0:25                ,"48,0%               ",,,,,35,48.0,25.0,48.0
,,09:27               ,10:49               ,F,1:22                ,37286,"1,04 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:58                ,"103,4%              ",,,,,82,60.0,58.0,103.4
,,10:49               ,11:24               ,F,0:34                ,37031,"1,05 G  EINGRIFF VORSORGEMASSNAHME MIT FERNLADEN",0:24                ,0:24                ,2:50                ,"14,1%               ",3:28                ,3:27                ,,,34,24.0,170.0,14.1
,,11:24               ,11:51               ,F,0:27                ,37362,"1,01 W  Programmierung Steuergerät Unfallschaden",0:30                ,0:30                ,0:27                ,"111,1%              ",3:56                ,3:54                ,,,27,30.0,27.0,111.1
,,11:51               ,13:16               ,F,0:40                ,36573,"1,01 W  Diagnosezeit",1:00                ,0:29                ,0:40                ,"72,5%               ",4:36                ,4:34                ,AP,,40,60.0,40.0,72.5
,,13:17               ,14:59               ,F,1:43                ,37134,"1,04 W  FEHLERSUCHE DIAGNOSE - 15",0:48                ,0:28                ,0:49                ,"57,1%               ",,,,,103,48.0,49.0,57.1
,,15:00               ,15:32               ,F,0:32                ,37307,"1,05 W  Diagnose",0:30                ,0:30                ,0:20                ,"150,0%              ",,,,,32,30.0,20.0,150.0
,,15:32               ,16:11               ,F,0:39                ,37133,"1,01 G",--                  ,,,,,,,,39,0.0,0.0,0.0
,,16:11               ,16:27               ,F,0:16                ,37307,"1,08 W  Batterie ersetzen",0:18                ,0:18                ,0:10                ,"180,0%              ",,,,,16,18.0,10.0,180.0
,,16:27               ,17:06               ,F,0:39                ,37246,"1,04 W  Öl auffüllen",0:06                ,0:06                ,0:06                ,"100,0%              ",,,,,39,6.0,6.0,100.0
,,08:00               ,09:15               ,F,1:15                ,37351,"1,04 W  ersetzen",0:36                ,0:36                ,1:15                ,"48,0%               ",1:20                ,1:15                ,,,75,36.0,75.0,48.0
,,09:16               ,11:48               ,F,2:32                ,36254,"1,01 W  Überprüfung auf Nacharbeiten / Kampagnen",--                  ,,,,,,,,152,0.0,0.0,0.0
,,11:48               ,13:09               ,F,0:36                ,36775,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:15                ,"200,0%              ",,,,,36,30.0,15.0,200.0
,,13:09               ,14:36               ,F,1:27                ,36574,"1,01 W  Kraftstoffleitung ersezten",0:18                ,0:18                ,0:43                ,"41,9%               ",,,,,87,18.0,43.0,41.9
,,14:36               ,16:13               ,F,1:37                ,218884,"1,01 I  Vormontage 4 Räder intern",0:54                ,0:54                ,1:37                ,"55,7%               ",7:34                ,7:27                ,AP,,97,54.0,97.0,55.7
,,16:13               ,16:51               ,F,0:38                ,218885,"1,04 G  SX2/SX2 HEV MKBD-Update",0:12                ,0:12                ,0:38                ,"31,6%               ",8:12                ,8:05                ,AP,,38,12.0,38.0,31.6
,,09:42               ,10:21               ,F,0:39                ,312561,"2,03 W  Jahren",0:48                ,0:48                ,0:35                ,"137,1%              ",,,,,39,48.0,35.0,137.1
,,10:22               ,11:44               ,F,1:23                ,312600,"2,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:22                ,"136,4%              ",,,,,83,30.0,22.0,136.4
,,12:55               ,15:53               ,F,2:58                ,312931,"1,03 W  Jahren",1:06                ,1:06                ,1:34                ,"70,2%               ",,,,,178,66.0,94.0,70.2
,,15:54               ,16:43               ,F,0:50                ,312932,"1,01 W  Austausch Rahmen Fahrersitzgestell ers.",2:00                ,0:38                ,0:50                ,"76,0%               ",7:17                ,6:38                ,A,,50,120.0,50.0,76.0
,,08:06               ,09:02               ,F,0:55                ,312907,"1,03 W  Kupplung - Diagnose",0:24                ,0:05                ,0:09                ,"55,6%               ",,,,,55,24.0,9.0,55.6
,,09:10               ,10:38               ,F,1:29                ,312760,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:26                ,0:17                ,"152,9%              ",,,,,89,30.0,17.0,152.9
,,10:39               ,11:49               ,F,1:11                ,312863,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN JAHR 3",1:00                ,1:00                ,0:56                ,"107,1%              ",,,,,71,60.0,56.0,107.1
,,12:50               ,13:05               ,F,0:15                ,312760,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:05                ,0:03                ,"166,7%              ",,,,,15,30.0,3.0,166.7
,,13:09               ,14:46               ,F,1:37                ,312645,"1,05 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:54                ,0:54                ,2:38                ,"34,2%               ",,,,,97,54.0,158.0,34.2
,,14:50               ,15:12               ,F,0:22                ,31,"9,05 I  Stabel Viktor",--                  ,,,,6:26                ,5:49                ,A,,22,0.0,0.0,0.0
,,15:12               ,16:45               ,F,1:32                ,312894,"2,05 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:15                ,0:04                ,0:14                ,"28,6%               ",,,,,92,15.0,14.0,28.6
,,08:11               ,16:35               ,F,7:39                ,312302,"1,06 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:24                ,0:03                ,3:10                ,"1,6%                ",,,,,459,24.0,190.0,1.6
,,08:17               ,10:02               ,F,1:45                ,36567,"1,04 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:15                ,"200,0%              ",,,,,105,30.0,15.0,200.0
,,10:02               ,11:28               ,F,1:25                ,27242,"1,04 W  Lautsprecher Probleme",0:12                ,0:07                ,0:28                ,"25,0%               ",,,,,85,12.0,28.0,25.0
,,11:28               ,12:57               ,F,0:44                ,35604,"1,02 W  Inspektion, Zeitpunkt nach 7 Jahren",0:54                ,0:54                ,0:26                ,"207,7%              ",,,,,44,54.0,26.0,207.7
,,12:57               ,13:59               ,F,1:02                ,36241,"1,01 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:32                ,"187,5%              ",,,,,62,60.0,32.0,187.5
,,13:59               ,14:08               ,F,0:09                ,36240,"1,05 G  Muttern Hochdruckleitung nachziehen",0:18                ,0:18                ,0:45                ,"40,0%               ",5:19                ,5:17                ,AP,,9,18.0,45.0,40.0
,,14:09               ,15:27               ,F,1:19                ,218896,"1,01 W  Inspektion nach 8 Jahren",1:54                ,1:54                ,1:08                ,"167,6%              ",,,,,79,114.0,68.0,167.6
,,15:43               ,16:15               ,F,0:33                ,219179,"1,02 W  Diagnoseblatt erforderlich",0:12                ,0:12                ,0:13                ,"92,3%               ",,,,,33,12.0,13.0,92.3
,,16:15               ,16:21               ,F,0:06                ,219197,"1,05 G  FUNKTIONSPRÜFUNG DES FEHSTERHEBERS DER",0:12                ,0:12                ,0:06                ,"200,0%              ",7:32                ,7:29                ,AP,,6,12.0,6.0,200.0
,,16:21               ,16:41               ,F,0:20                ,37314,"1,01 I  100 Punkte Check Hyundai",0:30                ,0:16                ,0:10                ,"160,0%              ",,,,,20,30.0,10.0,160.0
,,08:58               ,10:23               ,F,1:25                ,217062,"2,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:38                ,"78,9%               ",,,,,85,30.0,38.0,78.9
,,10:24               ,11:38               ,F,1:14                ,36776,"1,02 W  Jahren",1:00                ,1:00                ,0:42                ,"142,9%              ",,,,,74,60.0,42.0,142.9
