Kontonr EIGEN;Kontobezeichnung (rein informativ!) EIGEN;Kontonr ALTERNATIV;Kontobezeichnung ALTERNATIV;
299102;Altteilewert Soll 16%;-;-;
299501;Altteilewert Soll 19%;-;-;
299502;Altteilewert Soll 19%;-;-;
299991;Summe neutrales Ergebnis;-;-;
299992;Summe neutrales Ergebnis;-;-;
300001;Warenbestände;-;-;
300002;Warenbestände;-;-;
310001;NW Agila;-;-;
310002;NW Agila;-;-;
310101;NW Corsa;-;-;
310102;NW Corsa;-;-;
310201;NW Karl;-;-;
310202;NW Karl;-;-;
310301;NW Adam;-;-;
310302;NW Adam;-;-;
310401;NW Meriva;-;-;
310402;NW Meriva;-;-;
310501;NW Crossland X;-;-;
310502;NW Crossland X;-;-;
310601;NW Astra;-;-;
310602;NW Astra;-;-;
310701;NW Cascada;-;-;
310702;NW Cascada;-;-;
310801;NW Zafira;-;-;
310802;NW Zafira;-;-;
310901;NW Mokka;-;-;
310902;NW Mokka;-;-;
311001;NW Ampera e;-;-;
311002;NW Ampera e;-;-;
311101;NW Insignia;-;-;
311102;NW Insignia;-;-;
311201;NW Frontera;-;-;
311202;NW Frontera;-;-;
311301;NW GT;-;-;
311302;NW GT;-;-;
311401;NW US - Fahrzeuge;-;-;
311402;NW US - Fahrzeuge;-;-;
311501;NW Sonstige GM- Fahrzeuge;-;-;
311502;NW Sonstige GM- Fahrzeuge;-;-;
311601;NW Corsa Van;-;-;
311602;NW Corsa Van;-;-;
311701;NW Combo;-;-;
311702;NW Combo;-;-;
311801;NW Astra Van;-;-;
311802;NW Astra Van;-;-;
311901;NW Grandland X;-;-;
311902;NW Grandland X;-;-;
312001;NW Vivaro;-;-;
312002;NW Vivaro;-;-;
312101;NW Movano;-;-;
312102;NW Movano;-;-;
312201;NW Crosscamp;-;-;
312202;NW Crosscamp;-;-;
312301;NW Astra Twin Top;-;-;
312302;NW Astra Twin Top;-;-;
313001;NW Leapmotor C10;-;-;
313002;NW Leapmotor C10;-;-;
313101;NW Leapmotor T03;-;-;
313102;NW Leapmotor T03;-;-;
313201;NW Leapmotor B10;-;-;
313202;NW Leapmotor B10;-;-;
313301;NW Saab 9.5 Kombi;-;-;
313302;NW Saab 9.5 Kombi;-;-;
313401;NW Saab 9.3 Kombi;-;-;
313402;NW Saab 9.3 Kombi;-;-;
313501;NW Saab 9.7 SUV;-;-;
313502;NW Saab 9.7 SUV;-;-;
313901;NW HHR;-;-;
313902;NW HHR;-;-;
314001;NW Spark;-;-;
314002;NW Spark;-;-;
314101;NW Kalos;-;-;
314102;NW Kalos;-;-;
314201;NW Camaro;-;-;
314202;NW Camaro;-;-;
314301;NW Trax;-;-;
314302;NW Trax;-;-;
314401;NW Cruze;-;-;
314402;NW Cruze;-;-;
314501;NW Orlando;-;-;
314502;NW Orlando;-;-;
314601;NW Evanda;-;-;
314602;NW Evanda;-;-;
314701;NW Aveo;-;-;
314702;NW Aveo;-;-;
314801;NW Captiva;-;-;
314802;NW Captiva;-;-;
314901;NW Malibu;-;-;
314902;NW Malibu;-;-;
315001;Sonstige NW PKW(nicht GM);-;-;
315002;Sonstige NW PKW(nicht GM);-;-;
315101;Sonst NW NFZ (GM u Andere);-;-;
315102;Sonst NW NFZ (GM u Andere);-;-;
315501;NFZ-Fahrzeugaufbauten;-;-;
315502;NFZ-Fahrzeugaufbauten;-;-;
315601;NFZ-Fahrzeugumbauten;-;-;
315602;NFZ-Fahrzeugumbauten;-;-;
316501;NW Nachrüstungen;-;-;
316502;NW Nachrüstungen;-;-;
317001;Vorausbezahlte Boni NW;-;-;
317002;Vorausbezahlte Boni NW;-;-;
318001;Vorführwagen Opel;-;-;
318002;Vorführwagen Opel;-;-;
318201;Vorführwagen Leapmotor;-;-;
318202;Vorführwagen Leapmotor;-;-;
318401;Vorführwagen Chevrolet;-;-;
318402;Vorführwagen Chevrolet;-;-;
318501;Vorführwagen neu sonst;-;-;
318502;Vorführwagen neu sonst;-;-;
319001;Mietwagen Opel;-;-;
319002;Mietwagen Opel;-;-;
319201;Mietwagen Saab;-;-;
319202;Mietwagen Saab;-;-;
319401;Mietwagen Chevrolet;-;-;
319402;Mietwagen Chevrolet;-;-;
319501;Mietwagen sonstige;-;-;
319502;Mietwagen sonstige;-;-;
319801;Summe NW;-;-;
319802;Summe NW;-;-;
320001;GW aus Eintausch mit Vst;-;-;
320002;GW aus Eintausch mit Vst;-;-;
320501;GW aus Eintausch ohne Vst;-;-;
320502;GW aus Eintausch ohne Vst;-;-;
321001;Zugekaufte GW mit Vst;-;-;
321002;Zugekaufte GW mit Vst;-;-;
321501;Zugekaufte GW mit Vst;-;-;
321502;Zugekaufte GW mit Vst;-;-;
322001;Gebrauchte NFW mit Vst;-;-;
322002;Gebrauchte NFW mit Vst;-;-;
322501;Gebrauchte NFZ ohne VST;-;-;
322502;Gebrauchte NFZ ohne VST;-;-;
323001;Gebrauchte Leasingfahr.mit Vst;-;-;
323002;Gebrauchte Leasingfahr.mit Vst;-;-;
323501;Schrottfahrzeuge (bis 500 €);-;-;
323502;Schrottfahrzeuge (bis 500 €);-;-;
324001;Gebrauchte VW/Rent-Fzg.;-;-;
324002;Gebrauchte VW/Rent-Fzg.;-;-;
329001;GW-Instandsetzungen;-;-;
329002;GW-Instandsetzungen;-;-;
330001;Opel Originalteile;-;-;
330002;Opel Originalteile;-;-;
330021;Saab Originalteile v Werk bez;-;-;
330022;Saab Originalteile v Werk bez;-;-;
330041;Chev Orig.T. v Werk bez;-;-;
330042;Chev Orig.T. v Werk bez;-;-;
330061;Sonstige GM Orig.T. v Werk bez;-;-;
330062;Sonstige GM Orig.T. v Werk bez;-;-;
330101;OPEL Originalteile v VH bez;-;-;
330102;OPEL Originalteile v VH bez;-;-;
330121;Saab Originalteile v VH bez;-;-;
330122;Saab Originalteile v VH bez;-;-;
330141;Chev Orig.T. v VH bez;-;-;
330142;Chev Orig.T. v VH bez;-;-;
330161;Sonstige GM Orig.T. v VH bez;-;-;
330162;Sonstige GM Orig.T. v VH bez;-;-;
330901;Rücksendung Austauschteile;-;-;
330902;Rücksendung Austauschteile;-;-;
331001;Andere Teile;-;-;
331002;Andere Teile;-;-;
331901;Gebrauchte Teile;-;-;
331902;Gebrauchte Teile;-;-;
332001;Reifen;-;-;
332002;Reifen;-;-;
333001;Techno Teile;-;-;
333002;Techno Teile;-;-;
334001;Eigene Kraftstoffe;-;-;
334002;Eigene Kraftstoffe;-;-;
335001;Eigene Öle;-;-;
335002;Eigene Öle;-;-;
336001;Chevrolet Ersatzteile;-;-;
336002;Chevrolet Ersatzteile;-;-;
338001;Irmscher Teile;-;-;
338002;Irmscher Teile;-;-;
339001;Warenbezugskosten;-;-;
339002;Warenbezugskosten;-;-;
343001;Fremdleistungen;-;-;
343002;Fremdleistungen;-;-;
344001;Reparaturen i. A. (Löhne);-;-;
344002;Reparaturen i. A. (Löhne);-;-;
344101;Reparaturen i. A. (Teile);-;-;
344102;Reparaturen i. A. (Teile);-;-;
360001;Tankstelle Shop Eging;-;-;
360002;Tankstelle Shop Eging;-;-;
360011;Tankstelle Diesel Eging;-;-;
360012;Tankstelle Diesel Eging;-;-;
360021;Tankstelle Super/Benzin Eging;-;-;
360022;Tankstelle Super/Benzin Eging;-;-;
364001;Eigene Kraftstoffe;-;-;
364002;Eigene Kraftstoffe;-;-;
365001;Eigene Öle;-;-;
365002;Eigene Öle;-;-;
388001;GM Teile;-;-;
388002;GM Teile;-;-;
391001;Vorausbez.Garantieeinheiten;-;-;
391002;Vorausbez.Garantieeinheiten;-;-;
392301;Vorausbez.Heizmaterial;-;-;
392302;Vorausbez.Heizmaterial;-;-;
393301;Vorausbez.Büromaterial;-;-;
393302;Vorausbez.Büromaterial;-;-;
393401;Vorausbez.Werbegeschenke;-;-;
393402;Vorausbez.Werbegeschenke;-;-;
393501;Vorausbez.Url.u.Winterzertifik;-;-;
393502;Vorausbez.Url.u.Winterzertifik;-;-;
399991;Summe Warenbestände;-;-;
399992;Summe Warenbestände;-;-;
400001;Kostenarten;-;-;
400002;Kostenarten;-;-;
410001;Hilfslohn Gesamtgeschäft;-;-;
410002;Hilfslohn Gesamtgeschäft;-;-;
410011;Hilfslohn Neuwagen;-;-;
410012;Hilfslohn Neuwagen;-;-;
410021;Hilfslohn Gebrauchtwagen;-;-;
410022;Hilfslohn Gebrauchtwagen;-;-;
410031;Hilfslohn Mechanik;-;-;
410032;Hilfslohn Mechanik;-;-;
410041;Hilfslohn Karosserie;-;-;
410042;Hilfslohn Karosserie;-;-;
410051;Hilfslohn Lackiererei;-;-;
410052;Hilfslohn Lackiererei;-;-;
410061;Hilfslohn Teile & Zubehör;-;-;
410062;Hilfslohn Teile & Zubehör;-;-;
410071;Hilfslohn Mietwagen;-;-;
410072;Hilfslohn Mietwagen;-;-;
410081;Hilfslohn Tankstelle;-;-;
410082;Hilfslohn Tankstelle;-;-;
410091;Hilfslohn Sonstige;-;-;
410092;Hilfslohn Sonstige;-;-;
411001;Lohn/Gehalt Azubi Gesamt;-;-;
411002;Lohn/Gehalt Azubi Gesamt;-;-;
411011;Lohn/Gehalt Azubi NW;-;-;
411012;Lohn/Gehalt Azubi NW;-;-;
411021;Lohn/Gehalt Azubi GW;-;-;
411022;Lohn/Gehalt Azubi GW;-;-;
411031;Lohn/Gehalt Azubi Mechanik;-;-;
411032;Lohn/Gehalt Azubi Mechanik;-;-;
411041;Lohn/Gehalt Azubi Karosserie;-;-;
411042;Lohn/Gehalt Azubi Karosserie;-;-;
411051;Lohn/Gehalt Azubi Lackiererei;-;-;
411052;Lohn/Gehalt Azubi Lackiererei;-;-;
411061;Lohn/Gehalt Azubi T&Z;-;-;
411062;Lohn/Gehalt Azubi T&Z;-;-;
411071;Lohn/Gehalt Azubi Mietwagen;-;-;
411072;Lohn/Gehalt Azubi Mietwagen;-;-;
411081;Lohn/Gehalt Azubi Tankstelle;-;-;
411082;Lohn/Gehalt Azubi Tankstelle;-;-;
411091;Lohn/Gehalt Azubi Sonstige;-;-;
411092;Lohn/Gehalt Azubi Sonstige;-;-;
412031;Lohn für Schul/BV Mechanik;-;-;
412032;Lohn für Schul/BV Mechanik;-;-;
412041;Lohn für Schul/BV Karosserie;-;-;
412042;Lohn für Schul/BV Karosserie;-;-;
412051;Lohn für Schul/BV Lackiererei;-;-;
412052;Lohn für Schul/BV Lackiererei;-;-;
414011;Krankheitslohn NW;-;-;
414012;Krankheitslohn NW;-;-;
414021;Krankheitslohn GW;-;-;
414022;Krankheitslohn GW;-;-;
414031;Krankheitslohn Mechanik;-;-;
414032;Krankheitslohn Mechanik;-;-;
414041;Krankheitslohn Karosserie;-;-;
414042;Krankheitslohn Karosserie;-;-;
414051;Krankheitslohn Lackiererei;-;-;
414052;Krankheitslohn Lackiererei;-;-;
414061;Krankheitslohn TuZ;-;-;
414062;Krankheitslohn TuZ;-;-;
414511;Urlaubslohn NW;-;-;
414512;Urlaubslohn NW;-;-;
414521;Urlaubslohn GW;-;-;
414522;Urlaubslohn GW;-;-;
414531;Urlaubslohn Mechanik;-;-;
414532;Urlaubslohn Mechanik;-;-;
414541;Urlaubslohn Karosserie;-;-;
414542;Urlaubslohn Karosserie;-;-;
414551;Urlaubslohn Lackiererei;-;-;
414552;Urlaubslohn Lackiererei;-;-;
414561;Urlaubslohn TuZ;-;-;
414562;Urlaubslohn TuZ;-;-;
415001;Gehalt Gesamtgeschäft;-;-;
415002;Gehalt Gesamtgeschäft;-;-;
415011;Gehalt Neuwagen;-;-;
415012;Gehalt Neuwagen;-;-;
415021;Gehalt Gebrauchtwagen;-;-;
415022;Gehalt Gebrauchtwagen;-;-;
415031;Gehalt Mechanik;-;-;
415032;Gehalt Mechanik;-;-;
415041;Gehalt Karosserie;-;-;
415042;Gehalt Karosserie;-;-;
415051;Gehalt Lackiererei;-;-;
415052;Gehalt Lackiererei;-;-;
415061;Gehalt Teile & Zubehör;-;-;
415062;Gehalt Teile & Zubehör;-;-;
415071;Gehalt Mietwagen;-;-;
415072;Gehalt Mietwagen;-;-;
415081;Gehalt Versicherung;-;-;
415082;Gehalt Versicherung;-;-;
415091;Gehalt Sonstige;-;-;
415092;Gehalt Sonstige;-;-;
415111;Prov.VB Finanz.-Verm. NW;-;-;
415112;Prov.VB Finanz.-Verm. NW;-;-;
415121;Prov.VB Finanz.-Verm. GW;-;-;
415122;Prov.VB Finanz.-Verm. GW;-;-;
424001;Kalk.Unternehmerlohn;-;-;
424002;Kalk.Unternehmerlohn;-;-;
424511;Freiwillige soziale Aufwendungen Löhne u;-;-;
424512;Freiwillige soziale Aufwendungen Löhne u;-;-;
430001;AGanteil zur SV Gesamtgeschäft;-;-;
430002;AGanteil zur SV Gesamtgeschäft;-;-;
430011;AGanteil zur SV Neuwagen;-;-;
430012;AGanteil zur SV Neuwagen;-;-;
430021;AGanteil zur SV Gebrauchtwagen;-;-;
430022;AGanteil zur SV Gebrauchtwagen;-;-;
430031;AGanteil zur SV Mechanik;-;-;
430032;AGanteil zur SV Mechanik;-;-;
430041;AGanteil zur SV Karosserie;-;-;
430042;AGanteil zur SV Karosserie;-;-;
430051;AGanteil zur SV Lackiererei;-;-;
430052;AGanteil zur SV Lackiererei;-;-;
430061;AGanteil zur SV TuZ;-;-;
430062;AGanteil zur SV TuZ;-;-;
430071;AGanteil zur SV Mietwagen;-;-;
430072;AGanteil zur SV Mietwagen;-;-;
430081;AGanteil zur SV Versicherung;-;-;
430082;AGanteil zur SV Versicherung;-;-;
430091;AGanteil zur SV Sonstige;-;-;
430092;AGanteil zur SV Sonstige;-;-;
430111;AGanteil zur SV Verkäufer;-;-;
430112;AGanteil zur SV Verkäufer;-;-;
430121;AGanteil zur SV Verkäufer;-;-;
430122;AGanteil zur SV Verkäufer;-;-;
431061;Fahrtkosten T & Z;-;-;
431062;Fahrtkosten T & Z;-;-;
432001;Sonst Personalkosten Gesamt;-;-;
432002;Sonst Personalkosten Gesamt;-;-;
432011;Sonst Personalkosten NW;-;-;
432012;Sonst Personalkosten NW;-;-;
432021;Sonst Personalkosten GW;-;-;
432022;Sonst Personalkosten GW;-;-;
432031;Sonst Personalkosten Mechanik;-;-;
432032;Sonst Personalkosten Mechanik;-;-;
432041;Sonst Personalkosten Kaross;-;-;
432042;Sonst Personalkosten Kaross;-;-;
432051;Sonst Personalkosten Lack;-;-;
432052;Sonst Personalkosten Lack;-;-;
432061;Sonst Personalkosten T&Z;-;-;
432062;Sonst Personalkosten T&Z;-;-;
432071;Sonst Personalkosten MW;-;-;
432072;Sonst Personalkosten MW;-;-;
432081;Sonst Personalkosten Tank;-;-;
432082;Sonst Personalkosten Tank;-;-;
432091;Sonstige Personalkosten Sonst;-;-;
432092;Sonstige Personalkosten Sonst;-;-;
432501;Kantinen- und Sozialwesen;-;-;
432502;Kantinen- und Sozialwesen;-;-;
432601;Bekleidung / Wäsche;-;-;
432602;Bekleidung / Wäsche;-;-;
432701;Personalbeschaffung;-;-;
432702;Personalbeschaffung;-;-;
432901;Krankengeldausgleich;-;-;
432902;Krankengeldausgleich;-;-;
433001;Schwerbehindertenausgleich;-;-;
433002;Schwerbehindertenausgleich;-;-;
434001;Berufsgenossenschaftsbeiträge;-;-;
434002;Berufsgenossenschaftsbeiträge;-;-;
434501;Pauschale Lohnsteuer;-;-;
434502;Pauschale Lohnsteuer;-;-;
435001;Ausbildungskosten für Azubis;-;-;
435002;Ausbildungskosten für Azubis;-;-;
435501;Training Gesamtgeschäft;-;-;
435502;Training Gesamtgeschäft;-;-;
435511;Training Neuwagen;-;-;
435512;Training Neuwagen;-;-;
435521;Training Gebrauchtwagen;-;-;
435522;Training Gebrauchtwagen;-;-;
435531;Training Mechanik;-;-;
435532;Training Mechanik;-;-;
435541;Training Karosserie;-;-;
435542;Training Karosserie;-;-;
435551;Training Lackiererei;-;-;
435552;Training Lackiererei;-;-;
435561;Training Teile & Zubehör;-;-;
435562;Training Teile & Zubehör;-;-;
435571;Training Mietwagen;-;-;
435572;Training Mietwagen;-;-;
435581;Training Tankstelle;-;-;
435582;Training Tankstelle;-;-;
435591;Training Sonstige;-;-;
435592;Training Sonstige;-;-;
436001;Grati,Urlaub,sonst Pers Gesamt;-;-;
436002;Grati,Urlaub,sonst Pers Gesamt;-;-;
436011;Grati,Urlaub,sonst Pers NW;-;-;
436012;Grati,Urlaub,sonst Pers NW;-;-;
436021;Grati,Urlaub,sonst Pers GW;-;-;
436022;Grati,Urlaub,sonst Pers GW;-;-;
436031;Grati,Urlaub,sonst Pers Mecha;-;-;
436032;Grati,Urlaub,sonst Pers Mecha;-;-;
436041;Grati,Urlaub,sonst Pers Karos;-;-;
436042;Grati,Urlaub,sonst Pers Karos;-;-;
436051;Grati,Urlaub,sonst Pers Lack;-;-;
436052;Grati,Urlaub,sonst Pers Lack;-;-;
436061;Grati,Urlaub,sonst Pers T&Z;-;-;
436062;Grati,Urlaub,sonst Pers T&Z;-;-;
436071;Grati,Urlaub,sonst Pers MW;-;-;
436072;Grati,Urlaub,sonst Pers MW;-;-;
436081;Grati,Urlaub,sonst Pers Tank;-;-;
436082;Grati,Urlaub,sonst Pers Tank;-;-;
436091;Grati,Urlaub,sonst Pers Sonst;-;-;
436092;Grati,Urlaub,sonst Pers Sonst;-;-;
436501;Freiw SL lohnsteuerfrei Gesamt;-;-;
436502;Freiw SL lohnsteuerfrei Gesamt;-;-;
436511;Freiw SL lohnsteuerfrei NW;-;-;
436512;Freiw SL lohnsteuerfrei NW;-;-;
436521;Freiw SL lohnsteuerfrei GW;-;-;
436522;Freiw SL lohnsteuerfrei GW;-;-;
436531;Freiw SL lohnsteuerfrei Mech;-;-;
436532;Freiw SL lohnsteuerfrei Mech;-;-;
436541;Freiw SL lohnsteuerfrei Karo;-;-;
436542;Freiw SL lohnsteuerfrei Karo;-;-;
436551;Freiw SL lohnsteuerfrei Lack;-;-;
436552;Freiw SL lohnsteuerfrei Lack;-;-;
436561;Freiw SL lohnsteuerfrei T&Z;-;-;
436562;Freiw SL lohnsteuerfrei T&Z;-;-;
436571;Freiw SL lohnsteuerfrei MW;-;-;
436572;Freiw SL lohnsteuerfrei MW;-;-;
436581;Freiw SL lohnsteuerfrei Tank;-;-;
436582;Freiw SL lohnsteuerfrei Tank;-;-;
436591;Freiw SL lohnsteuerfrei Sons;-;-;
436592;Freiw SL lohnsteuerfrei Sons;-;-;
437001;Altersvorsorge Gesamtgeschäft;-;-;
437002;Altersvorsorge Gesamtgeschäft;-;-;
437011;Altersvorsorge Neuwagen;-;-;
437012;Altersvorsorge Neuwagen;-;-;
437021;Altersvorsorge Gebrauchtwagen;-;-;
437022;Altersvorsorge Gebrauchtwagen;-;-;
437031;Altersvorsorge Mechanik;-;-;
437032;Altersvorsorge Mechanik;-;-;
437041;Altersvorsorge Karosserie;-;-;
437042;Altersvorsorge Karosserie;-;-;
437051;Altersvorsorge Lackiererei;-;-;
437052;Altersvorsorge Lackiererei;-;-;
437061;Altersvorsorge Teile & Zubehör;-;-;
437062;Altersvorsorge Teile & Zubehör;-;-;
437071;Altersvorsorge Mietwagen;-;-;
437072;Altersvorsorge Mietwagen;-;-;
437081;Altersvorsorge Tankstelle;-;-;
437082;Altersvorsorge Tankstelle;-;-;
437091;Altersvorsorge Sonstige;-;-;
437092;Altersvorsorge Sonstige;-;-;
438411;Sachzuwendungen und Dienstleistungen an;-;-;
438412;Sachzuwendungen und Dienstleistungen an;-;-;
438421;Sachzuwendungen und Dienstleistungen an;-;-;
439001;Personalnebenkosten;-;-;
439002;Personalnebenkosten;-;-;
439101;Personalnebenkosten für MwSt.;-;-;
439102;Personalnebenkosten für MwSt.;-;-;
440001;Miete;-;-;
440002;Miete;-;-;
444001;Mietwert kalkulatorisch;-;-;
444002;Mietwert kalkulatorisch;-;-;
445001;Kosten an Mietobjekten;-;-;
445002;Kosten an Mietobjekten;-;-;
450001;Abschr.über 1000 €;-;-;
450002;Abschr.über 1000 €;-;-;
450201;Leasingraten für bewegl. AV;-;-;
450202;Leasingraten für bewegl. AV;-;-;
450501;Abschreibungen kalkulatorisch;-;-;
450502;Abschreibungen kalkulatorisch;-;-;
451001;Abschr. 250 bis 1000 €;-;-;
451002;Abschr. 250 bis 1000 €;-;-;
451101;Abschr. bis 250 €;-;-;
451102;Abschr. bis 250 €;-;-;
451201;Abschreibung VFW Gesamtschäft;-;-;
451202;Abschreibung VFW Gesamtschäft;-;-;
451211;Abschreibung VFW Neuwagen;-;-;
451212;Abschreibung VFW Neuwagen;-;-;
451221;Abschreibung VFW Gebrauchtwg;-;-;
451222;Abschreibung VFW Gebrauchtwg;-;-;
451231;Abschreibung VFW Mechanik;-;-;
451232;Abschreibung VFW Mechanik;-;-;
451241;Abschreibung VFW Karosserie;-;-;
451242;Abschreibung VFW Karosserie;-;-;
451251;Abschreibung VFW Lackiererei;-;-;
451252;Abschreibung VFW Lackiererei;-;-;
451261;Abschreibung VFW TuZ;-;-;
451262;Abschreibung VFW TuZ;-;-;
451271;Abschreibung VFW Mietwagen;-;-;
451272;Abschreibung VFW Mietwagen;-;-;
451281;Abschreibung VFW Tankstelle;-;-;
451282;Abschreibung VFW Tankstelle;-;-;
451291;Abschreibung VFW sonstige;-;-;
451292;Abschreibung VFW sonstige;-;-;
452001;Datenverarbeitungskosten;-;-;
452002;Datenverarbeitungskosten;-;-;
452101;Softwarekosten;-;-;
452102;Softwarekosten;-;-;
455001;Aufwdg für VFW Gesamt;-;-;
455002;Aufwdg für VFW Gesamt;-;-;
455011;Aufwdg für VFW Neuwagen;-;-;
455012;Aufwdg für VFW Neuwagen;-;-;
455021;Aufwdg für VFW Gebrauchtwagen;-;-;
455022;Aufwdg für VFW Gebrauchtwagen;-;-;
455031;Aufwdg für VFW Mechanik;-;-;
455032;Aufwdg für VFW Mechanik;-;-;
455041;Aufwdg für VFW Karosserie;-;-;
455042;Aufwdg für VFW Karosserie;-;-;
455051;Aufwdg für VFW Lackiererei;-;-;
455052;Aufwdg für VFW Lackiererei;-;-;
455061;Aufwdg für VFW Teile & Zubehör;-;-;
455062;Aufwdg für VFW Teile & Zubehör;-;-;
455071;Aufwdg für VFW Mietwagen;-;-;
455072;Aufwdg für VFW Mietwagen;-;-;
455081;Aufwdg für VFW Tankstelle;-;-;
455082;Aufwdg für VFW Tankstelle;-;-;
455091;Aufwdg für VFW Sonstige;-;-;
455092;Aufwdg für VFW Sonstige;-;-;
455101;Private Pkw-Nutzung  für MwSt.;-;-;
455102;Private Pkw-Nutzung  für MwSt.;-;-;
455201;Private PKW-Nutzung;-;-;
455202;Private PKW-Nutzung;-;-;
455301;Aufw.VW mit MWST;-;-;
455302;Aufw.VW mit MWST;-;-;
455701;Aufwdg für VFW intern Gesamt;-;-;
455702;Aufwdg für VFW intern Gesamt;-;-;
455711;Aufwdg für VFW  intern NW;-;-;
455712;Aufwdg für VFW  intern NW;-;-;
455721;Aufwdg für VFW intern GW;-;-;
455722;Aufwdg für VFW intern GW;-;-;
455731;Aufwdg für VFW intern Mechanik;-;-;
455732;Aufwdg für VFW intern Mechanik;-;-;
455741;Aufwdg für VFW intern Karo;-;-;
455742;Aufwdg für VFW intern Karo;-;-;
455751;Aufwdg für VFW intern Lack;-;-;
455752;Aufwdg für VFW intern Lack;-;-;
455761;Aufwdg für VFW intern T&Z;-;-;
455762;Aufwdg für VFW intern T&Z;-;-;
455771;Aufwdg für VFW intern MW;-;-;
455772;Aufwdg für VFW intern MW;-;-;
455781;Aufwdg für VFW intern Tank;-;-;
455782;Aufwdg für VFW intern Tank;-;-;
455791;Aufwdg für VFW intern Sonstige;-;-;
455792;Aufwdg für VFW intern Sonstige;-;-;
455831;Aufwdg f.Ersatzw.Mech.MWST-fre;-;-;
455832;Aufwdg f.Ersatzw.Mech.MWST-fre;-;-;
455841;Aufwdg für Ersatzwg Karosserie;-;-;
455842;Aufwdg für Ersatzwg Karosserie;-;-;
455851;Aufwdg für Ersatzwg Lack;-;-;
455852;Aufwdg für Ersatzwg Lack;-;-;
455931;Aufwdg für Ersatzwg int Mech;-;-;
455932;Aufwdg für Ersatzwg int Mech;-;-;
455941;Aufwdg für Ersatzwg int Karo;-;-;
455942;Aufwdg für Ersatzwg int Karo;-;-;
455951;Aufwdg für Ersatzwg int Lack;-;-;
455952;Aufwdg für Ersatzwg int Lack;-;-;
456001;Aufwdg für Geschäftswg Gesamt;-;-;
456002;Aufwdg für Geschäftswg Gesamt;-;-;
456011;Aufwdg für Geschäftswagen  NW;-;-;
456012;Aufwdg für Geschäftswagen  NW;-;-;
456021;Aufwdg für Geschäftswagen  GW;-;-;
456022;Aufwdg für Geschäftswagen  GW;-;-;
456031;Aufwdg für Geschäftswg Mech;-;-;
456032;Aufwdg für Geschäftswg Mech;-;-;
456041;Aufwdg für Geschäftswg Karo;-;-;
456042;Aufwdg für Geschäftswg Karo;-;-;
456051;Aufwdg für Geschäftswg Lack;-;-;
456052;Aufwdg für Geschäftswg Lack;-;-;
456061;Aufwdg für Geschäftswg T& Z;-;-;
456062;Aufwdg für Geschäftswg T& Z;-;-;
456071;Aufwdg für Geschäftswagen MW;-;-;
456072;Aufwdg für Geschäftswagen MW;-;-;
456081;Aufwdg für Geschäftswg Tank;-;-;
456082;Aufwdg für Geschäftswg Tank;-;-;
456091;Aufwdg für Geschäftswg Sonst;-;-;
456092;Aufwdg für Geschäftswg Sonst;-;-;
456701;Aufwdg für Geschäftswg Ges int;-;-;
456702;Aufwdg für Geschäftswg Ges int;-;-;
456711;Aufwdg für Geschäftswg NW int;-;-;
456712;Aufwdg für Geschäftswg NW int;-;-;
456721;Aufwdg für Geschäftswg GW int;-;-;
456722;Aufwdg für Geschäftswg GW int;-;-;
456731;Aufwdg f Geschäftswg Mech int;-;-;
456732;Aufwdg f Geschäftswg Mech int;-;-;
456741;Aufwdg f Geschäftswg Karo int;-;-;
456742;Aufwdg f Geschäftswg Karo int;-;-;
456751;Aufwdg f Geschäftswg Lack int;-;-;
456752;Aufwdg f Geschäftswg Lack int;-;-;
456761;Aufwdg f Geschäftswg T&Z int;-;-;
456762;Aufwdg f Geschäftswg T&Z int;-;-;
456771;Aufwdg f Geschäftswg MW int;-;-;
456772;Aufwdg f Geschäftswg MW int;-;-;
456781;Aufwdg f Geschäftswg Tank int;-;-;
456782;Aufwdg f Geschäftswg Tank int;-;-;
456791;Aufwdg fGeschäftswg Sonst int;-;-;
456792;Aufwdg fGeschäftswg Sonst int;-;-;
456901;Aufwdg für Leihwagen;-;-;
456902;Aufwdg für Leihwagen;-;-;
456911;Aufwdg für Leihwagen NW;-;-;
456912;Aufwdg für Leihwagen NW;-;-;
456921;Aufwdg für Leihwagen GW;-;-;
456922;Aufwdg für Leihwagen GW;-;-;
456931;Aufwdg für Leihwagen Mech;-;-;
456932;Aufwdg für Leihwagen Mech;-;-;
456961;Aufwdg für Leihwagen TuZ;-;-;
456962;Aufwdg für Leihwagen TuZ;-;-;
456971;Aufwdg für Leihwagen MW;-;-;
456972;Aufwdg für Leihwagen MW;-;-;
456991;Aufwdg für Leihwagen sonst;-;-;
456992;Aufwdg für Leihwagen sonst;-;-;
457071;Lizenzen für Mietwagen;-;-;
457072;Lizenzen für Mietwagen;-;-;
457171;Versicherungen für Mietwagen;-;-;
457172;Versicherungen für Mietwagen;-;-;
457271;Reinigung Mietwagen;-;-;
457272;Reinigung Mietwagen;-;-;
457371;Kraftstoffe Mietwagen;-;-;
457372;Kraftstoffe Mietwagen;-;-;
457471;Franchisegebühren;-;-;
457472;Franchisegebühren;-;-;
457771;Aufwdg für Mietwagen intern;-;-;
